"Id","CodigoATC","PrincipioActivo","RankingBusqueda","Resumen","FormaFarmaceutica","Aclaracion","ITEM","PrincipioActivo_Min","FormaFarmaceutica_Min","CoberturaPlanBeneficiosUPC","CoberturaPlanBeneficiosUPC_Min"
"10299","N02BA51","ACETÍL SALICÍLICO ÁCIDO + DEXTROMETORFANO + FENILEFRINA + CLORFENIRAMINA","19960","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","acetíl salicílico ácido + dextrometorfano + fenilefrina + clorfeniramina","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10300","N02BA51","ACETÍL SALICÍLICO ÁCIDO + SODIO BICARBONATO","18910","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","acetíl salicílico ácido + sodio bicarbonato","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10301","N02BA51","ACETÍL SALICÍLICO ÁCIDO + SODIO BICARBONATO + CAFEÍNA","30770","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","acetíl salicílico ácido + sodio bicarbonato + cafeína","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10302","B01AC30","ACETÍL SALICÍLICO ÁCIDO + SUCRALFATO","15690","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","acetíl salicílico ácido + sucralfato","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10303","R05CB01 / V03AB23","ACETILCISTEÍNA","11070","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","21","acetilcisteína","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10304","R05DA20 / R05FB01","ACETILCISTEÍNA + DEXTROMETORFANO","14220","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","acetilcisteína + dextrometorfano","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10305","R05CA03 / R05CB01","ACETILCISTEÍNA + GUAIFENESINA (GLICERILO GUAYACOLATO)","15330","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","22","acetilcisteína + guaifenesina (glicerilo guayacolato)","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10306","S01EB09","ACETILCOLINA CLORURO","4730","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","23","acetilcolina cloruro","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10307","D06BB03 / J05AB01 / S01AD03","ACICLOVIR","7420","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","26","aciclovir","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10308","A05AA01","ACIDO QUENODESOXICOLICO","6490","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","acido quenodesoxicolico","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10309","B05BA02","ÁCIDOS GRASOS","6250","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Adicionalmente a esta financiación ver artículo 51 de Resolución 2808 de 2022. SUSTANCIAS Y MEDICAMENTOS PARA NUTRICIÓN","27 / 1144","ácidos grasos","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10310","C10AX06","ÁCIDOS OMEGA 3","9390","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","756","ácidos omega 3","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10311","D05BB02","ACITRETINA","3170","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","acitretina","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10312","R03BB05","ACLIDINIO BROMURO","2400","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","28","aclidinio bromuro","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10313","R03AL05","ACLIDINIO BROMURO + FORMOTEROL","5850","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","aclidinio bromuro + formoterol","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"10314","L04AB04","ADALIMUMAB","5260","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","29","adalimumab","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10315","D10AD03","ADAPALENO","6030","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","30","adapaleno","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10316","D10AD53","ADAPALENO + BENZOIL PERÓXIDO","10460","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","31","adapaleno + benzoil peróxido","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10317","D10AD53","ADAPALENO + CLINDAMICINA + BENZOIL PERÓXIDO","24260","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","32","adapaleno + clindamicina + benzoil peróxido","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10318","C01EB10","ADENOSINA","3570","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","33","adenosina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10319","L01EB03","AFATINIB","1060","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC L01EB - Inhibidores de la tirosina quinasa del receptor del factor de crecimiento epidérmico (EGFR).","1107","afatinib","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10320","S01LA05","AFLIBERCEPT","3300","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","34","aflibercept","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"10321","A16AB03","AGALSIDASA ALFA","1860","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","agalsidasa alfa","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10322","A16AB04","AGALSIDASA BETA","1960","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","agalsidasa beta","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"10323","N06AX22","AGOMELATINA","1990","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","35","agomelatina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
